benchmark,category,cost,series_id,npoints,nruns,nsegm,total_cost,time_sec
M3,MACRO       ,AIC,N2219,98,400,7,635.7527570284877,0.1484896660003869
M3,MACRO       ,QRMSE,N2219,98,400,6,307.3571765549444,0.1375971659981587
M3,MACRO       ,AIC,N2267,134,400,8,1319.3397546781262,0.2675923329989018
M3,MACRO       ,QRMSE,N2267,134,400,4,1414.5981490939366,0.2683375409978907
M3,MACRO       ,AIC,N2270,144,400,9,1238.169137253024,0.321049457998015
M3,MACRO       ,QRMSE,N2270,144,400,5,922.7419391627102,0.2952865000006568
M3,MACRO       ,AIC,N2478,144,400,11,1781.35943270821,0.2427696250015287
M3,MACRO       ,QRMSE,N2478,144,400,5,6287.910873315416,0.2067013750020123
M3,MICRO       ,AIC,N1871,126,400,4,1531.6239044956783,0.2507296249968931
M3,MICRO       ,QRMSE,N1871,126,400,1,1721.98015329821,0.07768416700128
M3,MICRO       ,AIC,N1435,69,400,2,924.1928783417112,0.0731871669995598
M3,MICRO       ,QRMSE,N1435,69,400,1,2573.859685313067,0.037227917000564
M3,MICRO       ,AIC,N1533,69,400,1,856.0063735691496,0.0412058330002764
M3,MICRO       ,QRMSE,N1533,69,400,1,1383.6578050383214,0.0388392499990004
M3,MICRO       ,AIC,N1474,69,400,1,993.8498828639828,0.042024541999126
M3,MICRO       ,QRMSE,N1474,69,400,1,3756.909152030012,0.0390898749974439
M3,MICRO       ,AIC,N1819,126,400,6,1398.884978040779,0.1931582500001241
M3,MICRO       ,QRMSE,N1819,126,400,1,1575.1076738931104,0.072178750000603
M3,OTHER       ,AIC,N2824,71,400,6,458.52154843444794,0.1118292920000385
M3,OTHER       ,QRMSE,N2824,71,400,6,248.99053034867256,0.1153265829998417
M3,OTHER       ,AIC,N2948,71,400,4,396.58083365493013,0.091420165997988
M3,OTHER       ,QRMSE,N2948,71,400,3,122.86890579383116,0.0784277909988304
M3,OTHER       ,AIC,N2888,71,400,6,464.4827976895698,0.0812091669977235
M3,OTHER       ,QRMSE,N2888,71,400,5,286.4843518193148,0.0759562499988533
M3,OTHER       ,AIC,N2955,71,400,5,581.6461647645324,0.0949036249985511
M3,OTHER       ,QRMSE,N2955,71,400,4,426.2179265437584,0.0814630419990862
M3,OTHER       ,AIC,N2783,120,400,1,1819.1989045335547,0.0756639999999606
M3,OTHER       ,QRMSE,N2783,120,400,1,6375.397395197285,0.0689330420027545
M4,Demographic,AIC,Q11846,126,400,11,1196.2922916704565,0.2795794580015354
M4,Demographic,QRMSE,Q11846,126,400,11,2242.784819494382,0.2487329579998913
M4,Demographic,AIC,Q11974,111,400,8,1375.921491799304,0.2101718339981744
M4,Demographic,QRMSE,Q11974,111,400,9,8815.92527502893,0.2048529580024478
M4,Demographic,AIC,Q12170,115,400,5,958.2528553272869,0.1549633750000794
M4,Demographic,QRMSE,Q12170,115,400,1,334.41516277275196,0.0666033340021385
M4,Demographic,AIC,Q12673,122,400,9,1305.081816306577,0.1962684170030115
M4,Demographic,QRMSE,Q12673,122,400,12,3944.204302001707,0.1942562080002972
M4,Demographic,AIC,Q13050,735,400,55,3963.723594957359,2.885805417001393
M4,Demographic,QRMSE,Q13050,735,400,37,1360.5412482930026,2.652857875000336
M4,Finance,AIC,Q18638,136,400,10,1345.8224238970893,0.2490982079980312
M4,Finance,QRMSE,Q18638,136,400,9,3741.441206033231,0.2348390420011128
M4,Finance,AIC,Q20501,116,400,9,601.1202020694261,0.1815097910002805
M4,Finance,QRMSE,Q20501,116,400,9,311.3546026391887,0.1729547920003824
M4,Finance,AIC,Q19518,123,400,11,1329.1768687296535,0.2067325829993933
M4,Finance,QRMSE,Q19518,123,400,10,6463.693752463379,0.1857989999989513
M4,Finance,AIC,Q18530,117,400,7,716.121683735699,0.1905225419977796
M4,Finance,QRMSE,Q18530,117,400,6,254.4739985543745,0.160851291999279
M4,Finance,AIC,Q22221,738,400,56,5207.179824239062,2.7238164590016822
M4,Finance,QRMSE,Q22221,738,400,39,3132.608722821988,2.390425708003022
M4,Industry,AIC,Q15208,162,400,9,1345.4676011324989,0.3660364160023164
M4,Industry,QRMSE,Q15208,162,400,11,1115.5015513920628,0.3349954590012203
M4,Industry,AIC,Q16120,122,400,10,994.3262087436432,0.189929457999824
M4,Industry,QRMSE,Q16120,122,400,8,1241.8978997451104,0.2115142499969806
M4,Industry,AIC,Q16176,118,400,2,1615.145484954949,0.1333015000018349
M4,Industry,QRMSE,Q16176,118,400,1,3300.6188550373563,0.06832787500025
M4,Industry,AIC,Q14989,153,400,12,1676.80487632806,0.3065974169985566
M4,Industry,QRMSE,Q14989,153,400,10,8564.710349245532,0.3260079580031743
M4,Industry,AIC,Q15697,737,400,27,7369.262730162516,2.7776066249971336
M4,Industry,QRMSE,Q15697,737,400,7,5064.246739902106,2.0747581670002546
M4,Macro,AIC,Q1988,164,400,13,1904.1694456559624,0.3817514160000428
M4,Macro,QRMSE,Q1988,164,400,13,7180.772854888487,0.3310518329999468
M4,Macro,AIC,Q3770,126,400,7,1686.2915469219286,0.2538587500021094
M4,Macro,QRMSE,Q3770,126,400,7,11234.487488587069,0.2325270000001182
M4,Macro,AIC,Q4038,118,400,8,560.8764731677642,0.2392107919986301
M4,Macro,QRMSE,Q4038,118,400,6,159.36060484515127,0.1998514579972834
M4,Macro,AIC,Q3957,126,400,9,388.12526355409693,0.220585041999584
M4,Macro,QRMSE,Q3957,126,400,7,70.33365840484055,0.2037771670002257
M4,Macro,AIC,Q5109,866,400,69,4958.117500917035,3.320830874999956
M4,Macro,QRMSE,Q5109,866,400,50,2781.954561887967,3.244020083999203
M4,Micro,AIC,Q11298,109,400,8,1360.2472817440157,0.1654211660024884
M4,Micro,QRMSE,Q11298,109,400,7,7744.230199610073,0.1586354999999457
M4,Micro,AIC,Q9597,106,400,6,1107.719626647552,0.1570547909977904
M4,Micro,QRMSE,Q9597,106,400,5,2278.5320573955514,0.1370149590002256
M4,Micro,AIC,Q9516,106,400,8,1456.034866261108,0.1752942080020147
M4,Micro,QRMSE,Q9516,106,400,9,12872.069809030429,0.225945917001809
M4,Micro,AIC,Q9551,106,400,8,794.8570512565703,0.169533667001815
M4,Micro,QRMSE,Q9551,106,400,7,705.6217791070162,0.1575952499988488
M4,Micro,AIC,Q10414,737,400,22,7513.111063742787,2.628813125000306
M4,Micro,QRMSE,Q10414,737,400,9,4718.77979016712,2.1130366250035877
M4,Other,AIC,Q23416,180,400,16,1418.9909539201558,0.4176520000000892
M4,Other,QRMSE,Q23416,180,400,15,1409.20177566922,0.5446017499998561
M4,Other,AIC,Q23410,177,400,10,1570.428512821883,0.3799669170002744
M4,Other,QRMSE,Q23410,177,400,5,1815.1585054384057,0.2991414589996566
M4,Other,AIC,Q23524,122,400,7,1012.7174090929128,0.2877757919995929
M4,Other,QRMSE,Q23524,122,400,6,733.4893675965857,0.2902272080027614
M4,Other,AIC,Q23487,122,400,10,573.192484107963,0.2074918750004144
M4,Other,QRMSE,Q23487,122,400,8,211.45818599725203,0.1937428329983959
M4,Other,AIC,Q23661,701,400,51,4195.593076391465,2.4615348749975965
M4,Other,QRMSE,Q23661,701,400,31,1927.7523346581552,2.187426542001049
M6,Finance,AIC,ABBV,253,400,21,122.85192566387356,0.6481514170009177
M6,Finance,QRMSE,ABBV,253,400,3,34.82668136386111,0.3583242920030898
M6,Finance,AIC,COP,265,400,16,379.66581982989675,0.7576582499968936
M6,Finance,QRMSE,COP,265,400,3,51.8471172581724,0.3327640409988817
M6,Finance,AIC,EWG,253,400,19,-829.2318381525309,0.6418133330007549
M6,Finance,QRMSE,EWG,253,400,1,5.52189234858734,0.1547760829998878
M6,Finance,AIC,EWQ,253,400,19,-649.9531036826899,0.6203204580015154
M6,Finance,QRMSE,EWQ,253,400,1,6.299117305836159,0.1534330839967879
M6,Finance,AIC,EWZ,253,400,14,-492.0230381903344,0.6491887919983128
M6,Finance,QRMSE,EWZ,253,400,1,5.502813748853245,0.1580544589996861
M6,Finance,AIC,HST,265,400,17,-528.2012608663496,0.7166607910003222
M6,Finance,QRMSE,HST,265,400,1,5.033375522783705,0.1583479159999115
M6,Finance,AIC,PYPL,253,400,16,27.336195059970393,0.7117059160009376
M6,Finance,QRMSE,PYPL,253,400,1,18.586962378828943,0.1545480829990992
M6,Finance,AIC,ROST,253,400,16,67.07542046721512,0.6449315419995401
M6,Finance,QRMSE,ROST,253,400,2,23.064590374774937,0.293488499999512
M6,Finance,AIC,SLV,253,400,21,-677.5027672316991,0.7073430410018773
M6,Finance,QRMSE,SLV,253,400,1,5.100855163090169,0.1535407080009463
M6,Finance,AIC,VXX,265,400,17,-411.42965717254265,0.7614047080023738
M6,Finance,QRMSE,VXX,265,400,1,8.640365113667285,0.15736387499782722
